Date,Sector,State,Number of Records,Values
01-01-2009,Economic:GDP in crore,Bihar,1,167235.86
01-01-2009,Economic:GDP in crore,Chandigarh,1,12618.11
01-01-2009,Economic:GDP in crore,Chhattisgarh,1,82190.05
01-01-2009,Economic:GDP in crore,Dadra & Nagar Haveli,1,0
01-01-2009,Economic:GDP in crore,Daman & Diu,1,0
01-01-2009,Economic:GDP in crore,Delhi,1,292907.56
01-01-2009,Economic:GDP in crore,Goa,1,21009.22
01-01-2009,Economic:GDP in crore,Gujarat,1,339901
01-01-2009,Economic:GDP in crore,Haryana,1,154086.38
01-01-2009,Economic:GDP in crore,Himachal Pradesh,1,38095.24
01-01-2009,Economic:GDP in crore,Jammu and Kashmir,1,50978.89
01-01-2009,Economic:GDP in crore,Jharkhand,1,83109.6
01-01-2009,Economic:GDP in crore,Karnataka,1,277880.93
01-01-2009,Economic:GDP in crore,Kerala,1,270729.84
01-01-2009,Economic:GDP in crore,Lakshadweep,1,0
01-01-2009,Economic:GDP in crore,Madhya Pradesh,1,174285.35
01-01-2009,Economic:GDP in crore,Maharashtra,1,700188.08
01-01-2009,Economic:GDP in crore,Manipur,1,7606.17
01-01-2009,Economic:GDP in crore,Meghalaya,1,10096.5
01-01-2009,Economic:GDP in crore,Mizoram,1,6093.18
01-01-2009,Economic:GDP in crore,Nagaland,1,12636.83
01-01-2009,Economic:GDP in crore,Odisha,1,121716.39
01-01-2009,Economic:GDP in crore,Puducherry,1,18037.19
01-01-2009,Economic:GDP in crore,Punjab,1,147777.56
01-01-2009,Economic:GDP in crore,Rajasthan,1,196675.1
01-01-2009,Economic:GDP in crore,Sikkim,1,2772.03
01-01-2009,Economic:GDP in crore,Tamil Nadu,1,546741.75
01-01-2009,Economic:GDP in crore,Telangana,1,357134.19
01-01-2009,Economic:GDP in crore,Tripura,1,19313.02
01-01-2009,Economic:GDP in crore,Uttar Pradesh,1,370402.68
01-01-2009,Economic:GDP in crore,Uttarakhand,1,48370.77
01-01-2009,Economic:GDP in crore,West Bengal,1,437845.71
01-01-2009,Political:Total Persons involved in corruption,Andaman & Nicobar Islands,1,0
01-01-2009,Political:Total Persons involved in corruption,Andhra Pradesh,1,209
01-01-2009,Political:Total Persons involved in corruption,Arunachal Pradesh,1,0
01-01-2009,Political:Total Persons involved in corruption,Assam,1,6
01-01-2009,Political:Total Persons involved in corruption,Bihar,1,192
01-01-2009,Political:Total Persons involved in corruption,Chandigarh,1,17
01-01-2009,Political:Total Persons involved in corruption,Chhattisgarh,1,50
01-01-2009,Political:Total Persons involved in corruption,Dadra & Nagar Haveli,1,0
01-01-2009,Political:Total Persons involved in corruption,Daman & Diu,1,0
01-01-2009,Political:Total Persons involved in corruption,Delhi,1,95
01-01-2009,Political:Total Persons involved in corruption,Goa,1,0
01-01-2009,Political:Total Persons involved in corruption,Gujarat,1,230
01-01-2009,Political:Total Persons involved in corruption,Haryana,1,72
01-01-2009,Political:Total Persons involved in corruption,Himachal Pradesh,1,248
01-01-2009,Political:Total Persons involved in corruption,Jammu and Kashmir,1,58
01-01-2009,Political:Total Persons involved in corruption,Jharkhand,1,333
01-01-2009,Political:Total Persons involved in corruption,Karnataka,1,458
01-01-2009,Political:Total Persons involved in corruption,Kerala,1,650
01-01-2009,Political:Total Persons involved in corruption,Lakshadweep,1,0
01-01-2009,Political:Total Persons involved in corruption,Madhya Pradesh,1,144
01-01-2009,Political:Total Persons involved in corruption,Maharashtra,1,616
01-01-2009,Political:Total Persons involved in corruption,Manipur,1,0
01-01-2009,Political:Total Persons involved in corruption,Meghalaya,1,0
01-01-2009,Political:Total Persons involved in corruption,Mizoram,1,23
01-01-2009,Political:Total Persons involved in corruption,Nagaland,1,85
01-01-2009,Political:Total Persons involved in corruption,Odisha,1,657
01-01-2009,Political:Total Persons involved in corruption,Puducherry,1,0
01-01-2009,Political:Total Persons involved in corruption,Punjab,1,245
01-01-2009,Political:Total Persons involved in corruption,Rajasthan,1,73
01-01-2009,Political:Total Persons involved in corruption,Sikkim,1,12
01-01-2009,Political:Total Persons involved in corruption,Tamil Nadu,1,934
01-01-2009,Political:Total Persons involved in corruption,Telangana,1,209
01-01-2009,Political:Total Persons involved in corruption,Tripura,1,0
01-01-2009,Political:Total Persons involved in corruption,Uttar Pradesh,1,0
01-01-2009,Political:Total Persons involved in corruption,Uttarakhand,1,0
01-01-2009,Political:Total Persons involved in corruption,West Bengal,1,0
01-01-2010,Demographic:Poverty(% of Persons ),Andaman & Nicobar Islands,1,0.4
01-01-2010,Demographic:Poverty(% of Persons ),Andhra Pradesh,1,21.1
01-01-2010,Demographic:Poverty(% of Persons ),Arunachal Pradesh,1,25.9
01-01-2010,Demographic:Poverty(% of Persons ),Assam,1,37.9
01-01-2010,Demographic:Poverty(% of Persons ),Bihar,1,53.5
01-01-2010,Demographic:Poverty(% of Persons ),Chandigarh,1,9.2
01-01-2010,Demographic:Poverty(% of Persons ),Chhattisgarh,1,48.7
01-01-2010,Demographic:Poverty(% of Persons ),Delhi,1,14.2
01-01-2010,Demographic:Poverty(% of Persons ),Goa,1,8.7
01-01-2010,Demographic:Poverty(% of Persons ),Gujarat,1,23
01-01-2010,Demographic:Poverty(% of Persons ),Haryana,1,20.1
01-01-2010,Demographic:Poverty(% of Persons ),Himachal Pradesh,1,9.5
01-01-2010,Demographic:Poverty(% of Persons ),Jammu and Kashmir,1,9.4
01-01-2010,Demographic:Poverty(% of Persons ),Jharkhand,1,39.1
01-01-2010,Demographic:Poverty(% of Persons ),Karnataka,1,23.6
01-01-2010,Demographic:Poverty(% of Persons ),Kerala,1,12
01-01-2010,Demographic:Poverty(% of Persons ),Madhya Pradesh,1,36.7
01-01-2010,Demographic:Poverty(% of Persons ),Maharashtra,1,24.5
01-01-2010,Demographic:Poverty(% of Persons ),Manipur,1,47.1
01-01-2010,Demographic:Poverty(% of Persons ),Meghalaya,1,17.1
01-01-2010,Demographic:Poverty(% of Persons ),Mizoram,1,21.1
01-01-2010,Demographic:Poverty(% of Persons ),Nagaland,1,20.9
01-01-2010,Demographic:Poverty(% of Persons ),Odisha,1,37
01-01-2010,Demographic:Poverty(% of Persons ),Puducherry,1,1.2
01-01-2010,Demographic:Poverty(% of Persons ),Punjab,1,15.9
01-01-2010,Demographic:Poverty(% of Persons ),Rajasthan,1,24.8
01-01-2010,Demographic:Poverty(% of Persons ),Sikkim,1,13.1
01-01-2010,Demographic:Poverty(% of Persons ),Tamil Nadu,1,17.1
01-01-2010,Demographic:Poverty(% of Persons ),Telangana,1,21.1
01-01-2010,Demographic:Poverty(% of Persons ),Tripura,1,17.4
01-01-2010,Demographic:Poverty(% of Persons ),Uttar Pradesh,1,37.7
01-01-2010,Demographic:Poverty(% of Persons ),Uttarakhand,1,18
01-01-2010,Demographic:Poverty(% of Persons ),West Bengal,1,26.7
01-01-2010,Economic:GDP in crore,Andaman & Nicobar Islands,1,3656.7
01-01-2010,Economic:GDP in crore,Andhra Pradesh,1,369350
01-01-2010,Economic:GDP in crore,Arunachal Pradesh,1,5803.78
01-01-2010,Economic:GDP in crore,Assam,1,74457.93
01-01-2010,Economic:GDP in crore,Bihar,1,181480.22
01-01-2010,Economic:GDP in crore,Chandigarh,1,14069.92
01-01-2010,Economic:GDP in crore,Chhattisgarh,1,82594.34
01-01-2010,Economic:GDP in crore,Dadra & Nagar Haveli,1,0
01-01-2010,Economic:GDP in crore,Daman & Diu,1,0
01-01-2010,Economic:GDP in crore,Delhi,1,319199.98
01-01-2010,Economic:GDP in crore,Goa,1,22959.29
01-01-2010,Economic:GDP in crore,Gujarat,1,398536
01-01-2010,Economic:GDP in crore,Haryana,1,173898.04
01-01-2010,Economic:GDP in crore,Himachal Pradesh,1,40607.98
01-01-2010,Economic:GDP in crore,Jammu and Kashmir,1,53836.61
01-01-2010,Economic:GDP in crore,Jharkhand,1,90278.97
01-01-2010,Economic:GDP in crore,Karnataka,1,274966.62
01-01-2010,Economic:GDP in crore,Kerala,1,297427.29
01-01-2010,Economic:GDP in crore,Lakshadweep,1,0
01-01-2010,Economic:GDP in crore,Madhya Pradesh,1,189949.72
01-01-2010,Economic:GDP in crore,Maharashtra,1,766074.55
01-01-2010,Economic:GDP in crore,Manipur,1,8121.99
01-01-2010,Economic:GDP in crore,Meghalaya,1,10726.43
01-01-2010,Economic:GDP in crore,Mizoram,1,6812.76
01-01-2010,Economic:GDP in crore,Nagaland,1,13418.73
01-01-2010,Economic:GDP in crore,Odisha,1,117541
01-01-2010,Economic:GDP in crore,Puducherry,1,19172.82
01-01-2010,Economic:GDP in crore,Punjab,1,158472.71
01-01-2010,Economic:GDP in crore,Rajasthan,1,209846.27
01-01-2010,Economic:GDP in crore,Sikkim,1,5586.8
01-01-2010,Economic:GDP in crore,Tamil Nadu,1,605175.46
01-01-2010,Economic:GDP in crore,Telangana,1,369350
01-01-2010,Economic:GDP in crore,Tripura,1,21474.11
01-01-2010,Economic:GDP in crore,Uttar Pradesh,1,395075.4
01-01-2010,Economic:GDP in crore,Uttarakhand,1,56499.1
01-01-2010,Economic:GDP in crore,West Bengal,1,472469.18
01-01-2010,Political:Total Persons involved in corruption,Andaman & Nicobar Islands,1,3
01-01-2010,Political:Total Persons involved in corruption,Andhra Pradesh,1,147
01-01-2010,Political:Total Persons involved in corruption,Arunachal Pradesh,1,0
01-01-2010,Political:Total Persons involved in corruption,Assam,1,9
01-01-2010,Political:Total Persons involved in corruption,Bihar,1,142
01-01-2010,Political:Total Persons involved in corruption,Chandigarh,1,12
01-01-2010,Political:Total Persons involved in corruption,Chhattisgarh,1,49
01-01-2010,Political:Total Persons involved in corruption,Dadra & Nagar Haveli,1,0
01-01-2010,Political:Total Persons involved in corruption,Daman & Diu,1,0
01-01-2010,Political:Total Persons involved in corruption,Delhi,1,44
01-01-2010,Political:Total Persons involved in corruption,Goa,1,8
01-01-2010,Political:Total Persons involved in corruption,Gujarat,1,305
01-01-2010,Political:Total Persons involved in corruption,Haryana,1,65
01-01-2010,Political:Total Persons involved in corruption,Himachal Pradesh,1,118
01-01-2010,Political:Total Persons involved in corruption,Jammu and Kashmir,1,68
01-01-2010,Political:Total Persons involved in corruption,Jharkhand,1,200
01-01-2010,Political:Total Persons involved in corruption,Karnataka,1,572
01-01-2010,Political:Total Persons involved in corruption,Kerala,1,528
01-01-2010,Political:Total Persons involved in corruption,Lakshadweep,1,11
01-01-2010,Political:Total Persons involved in corruption,Madhya Pradesh,1,204
01-01-2010,Political:Total Persons involved in corruption,Maharashtra,1,831
01-01-2010,Political:Total Persons involved in corruption,Manipur,1,26
01-01-2010,Political:Total Persons involved in corruption,Meghalaya,1,0
01-01-2010,Political:Total Persons involved in corruption,Mizoram,1,14
01-01-2010,Political:Total Persons involved in corruption,Nagaland,1,56
01-01-2010,Political:Total Persons involved in corruption,Odisha,1,1095
01-01-2010,Political:Total Persons involved in corruption,Puducherry,1,0
01-01-2010,Political:Total Persons involved in corruption,Punjab,1,136
01-01-2010,Political:Total Persons involved in corruption,Rajasthan,1,172
01-01-2010,Political:Total Persons involved in corruption,Sikkim,1,25
01-01-2010,Political:Total Persons involved in corruption,Tamil Nadu,1,670
01-01-2010,Political:Total Persons involved in corruption,Telangana,1,147
01-01-2010,Political:Total Persons involved in corruption,Tripura,1,0
01-01-2010,Political:Total Persons involved in corruption,Uttar Pradesh,1,0
01-01-2010,Political:Total Persons involved in corruption,Uttarakhand,1,0
01-01-2010,Political:Total Persons involved in corruption,West Bengal,1,0
01-01-2011,Demographic:Poverty(% of Persons ),Andaman & Nicobar Islands,1,0.7
01-01-2011,Demographic:Poverty(% of Persons ),Andhra Pradesh,1,15.15
01-01-2011,Demographic:Poverty(% of Persons ),Arunachal Pradesh,1,30.28
01-01-2011,Demographic:Poverty(% of Persons ),Assam,1,34.94
01-01-2011,Demographic:Poverty(% of Persons ),Bihar,1,43.62
01-01-2011,Demographic:Poverty(% of Persons ),Chandigarh,1,15.5
01-01-2011,Demographic:Poverty(% of Persons ),Chhattisgarh,1,44.31
01-01-2011,Demographic:Poverty(% of Persons ),Dadra & Nagar Haveli,1,39.31
01-01-2011,Demographic:Poverty(% of Persons ),Daman & Diu,1,9.86
01-01-2011,Demographic:Poverty(% of Persons ),Delhi,1,12.05
01-01-2011,Demographic:Poverty(% of Persons ),Goa,1,6.89
01-01-2011,Demographic:Poverty(% of Persons ),Gujarat,1,24.12
01-01-2011,Demographic:Poverty(% of Persons ),Haryana,1,15.63
01-01-2011,Demographic:Poverty(% of Persons ),Himachal Pradesh,1,8.78
01-01-2011,Demographic:Poverty(% of Persons ),Jammu and Kashmir,1,9.87
01-01-2011,Demographic:Poverty(% of Persons ),Jharkhand,1,38.03
01-01-2011,Demographic:Poverty(% of Persons ),Karnataka,1,22.25
01-01-2011,Demographic:Poverty(% of Persons ),Kerala,1,9.52
01-01-2011,Demographic:Poverty(% of Persons ),Lakshadweep,1,2.77
01-01-2011,Demographic:Poverty(% of Persons ),Madhya Pradesh,1,34.17
01-01-2011,Demographic:Poverty(% of Persons ),Maharashtra,1,20.92
01-01-2011,Demographic:Poverty(% of Persons ),Manipur,1,41.99
01-01-2011,Demographic:Poverty(% of Persons ),Meghalaya,1,14.48
01-01-2011,Demographic:Poverty(% of Persons ),Mizoram,1,20.75
01-01-2011,Demographic:Poverty(% of Persons ),Nagaland,1,19.89
01-01-2011,Demographic:Poverty(% of Persons ),Odisha,1,34.79
01-01-2011,Demographic:Poverty(% of Persons ),Puducherry,1,4.73
01-01-2011,Demographic:Poverty(% of Persons ),Punjab,1,15.3
01-01-2011,Demographic:Poverty(% of Persons ),Rajasthan,1,16.49
01-01-2011,Demographic:Poverty(% of Persons ),Sikkim,1,12.19
01-01-2011,Demographic:Poverty(% of Persons ),Tamil Nadu,1,15.57
01-01-2011,Demographic:Poverty(% of Persons ),Telangana,1,15.15
01-01-2011,Demographic:Poverty(% of Persons ),Tripura,1,14.33
01-01-2011,Demographic:Poverty(% of Persons ),Uttar Pradesh,1,33.56
01-01-2011,Demographic:Poverty(% of Persons ),Uttarakhand,1,18.99
01-01-2011,Demographic:Poverty(% of Persons ),West Bengal,1,18.19
01-01-2011,Economic:GDP in crore,Andaman & Nicobar Islands,1,3961.96
01-01-2011,Economic:GDP in crore,Andhra Pradesh,1,403228.37
01-01-2011,Economic:GDP in crore,Arunachal Pradesh,1,5963.64
01-01-2011,Economic:GDP in crore,Assam,1,79566.32
01-01-2011,Economic:GDP in crore,Bihar,1,208816.54
01-01-2011,Economic:GDP in crore,Chandigarh,1,15419.41
01-01-2011,Economic:GDP in crore,Chhattisgarh,1,86958.32
01-01-2011,Economic:GDP in crore,Dadra & Nagar Haveli,1,0
01-01-2011,Economic:GDP in crore,Daman & Diu,1,0
01-01-2011,Economic:GDP in crore,Delhi,1,348327.32
01-01-2011,Economic:GDP in crore,Goa,1,26112.77
01-01-2011,Economic:GDP in crore,Gujarat,1,437261
01-01-2011,Economic:GDP in crore,Haryana,1,189534.44
01-01-2011,Economic:GDP in crore,Himachal Pradesh,1,43530.34
01-01-2011,Economic:GDP in crore,Jammu and Kashmir,1,56817.68
01-01-2011,Economic:GDP in crore,Jharkhand,1,97824.28
01-01-2011,Economic:GDP in crore,Karnataka,1,300568
01-01-2011,Economic:GDP in crore,Kerala,1,324423.6
01-01-2011,Economic:GDP in crore,Lakshadweep,1,0
01-01-2011,Economic:GDP in crore,Madhya Pradesh,1,203505.57
01-01-2011,Economic:GDP in crore,Maharashtra,1,855579.89
01-01-2011,Economic:GDP in crore,Manipur,1,8509.25
01-01-2011,Economic:GDP in crore,Meghalaya,1,11731.11
01-01-2011,Economic:GDP in crore,Mizoram,1,7449.49
01-01-2011,Economic:GDP in crore,Nagaland,1,14188.45
01-01-2011,Economic:GDP in crore,Odisha,1,123120.14
01-01-2011,Economic:GDP in crore,Puducherry,1,19987.4
01-01-2011,Economic:GDP in crore,Punjab,1,168751.15
01-01-2011,Economic:GDP in crore,Rajasthan,1,239225.69
01-01-2011,Economic:GDP in crore,Sikkim,1,5990.36
01-01-2011,Economic:GDP in crore,Tamil Nadu,1,689543.84
01-01-2011,Economic:GDP in crore,Telangana,1,403228.37
01-01-2011,Economic:GDP in crore,Tripura,1,23223.51
01-01-2011,Economic:GDP in crore,Uttar Pradesh,1,425139.1
01-01-2011,Economic:GDP in crore,Uttarakhand,1,62091
01-01-2011,Economic:GDP in crore,West Bengal,1,506912.75
01-01-2011,Political:Total Persons involved in corruption,Andaman & Nicobar Islands,1,0
01-01-2011,Political:Total Persons involved in corruption,Andhra Pradesh,1,168
01-01-2011,Political:Total Persons involved in corruption,Arunachal Pradesh,1,23
01-01-2011,Political:Total Persons involved in corruption,Assam,1,1
01-01-2011,Political:Total Persons involved in corruption,Bihar,1,167
01-01-2011,Political:Total Persons involved in corruption,Chandigarh,1,14
01-01-2011,Political:Total Persons involved in corruption,Chhattisgarh,1,49
01-01-2011,Political:Total Persons involved in corruption,Dadra & Nagar Haveli,1,0
01-01-2011,Political:Total Persons involved in corruption,Daman & Diu,1,0
01-01-2011,Political:Total Persons involved in corruption,Delhi,1,15
01-01-2011,Political:Total Persons involved in corruption,Goa,1,2
01-01-2011,Political:Total Persons involved in corruption,Gujarat,1,274
01-01-2011,Political:Total Persons involved in corruption,Haryana,1,110
01-01-2011,Political:Total Persons involved in corruption,Himachal Pradesh,1,244
01-01-2011,Political:Total Persons involved in corruption,Jammu and Kashmir,1,103
01-01-2011,Political:Total Persons involved in corruption,Jharkhand,1,167
01-01-2011,Political:Total Persons involved in corruption,Karnataka,1,508
01-01-2011,Political:Total Persons involved in corruption,Kerala,1,171
01-01-2011,Political:Total Persons involved in corruption,Lakshadweep,1,0
01-01-2011,Political:Total Persons involved in corruption,Madhya Pradesh,1,193
01-01-2011,Political:Total Persons involved in corruption,Maharashtra,1,745
01-01-2011,Political:Total Persons involved in corruption,Manipur,1,4
01-01-2011,Political:Total Persons involved in corruption,Meghalaya,1,0
01-01-2011,Political:Total Persons involved in corruption,Mizoram,1,38
01-01-2011,Political:Total Persons involved in corruption,Nagaland,1,193
01-01-2011,Political:Total Persons involved in corruption,Odisha,1,804
01-01-2011,Political:Total Persons involved in corruption,Puducherry,1,4
01-01-2011,Political:Total Persons involved in corruption,Punjab,1,82
01-01-2011,Political:Total Persons involved in corruption,Rajasthan,1,276
01-01-2011,Political:Total Persons involved in corruption,Sikkim,1,24
01-01-2011,Political:Total Persons involved in corruption,Tamil Nadu,1,457
01-01-2011,Political:Total Persons involved in corruption,Telangana,1,168
01-01-2011,Political:Total Persons involved in corruption,Tripura,1,0
01-01-2011,Political:Total Persons involved in corruption,Uttar Pradesh,1,0
01-01-2011,Political:Total Persons involved in corruption,Uttarakhand,1,0
01-01-2011,Political:Total Persons involved in corruption,West Bengal,1,137
01-01-2012,Demographic:Poverty(% of Persons ),Andaman & Nicobar Islands,1,1
01-01-2012,Demographic:Poverty(% of Persons ),Andhra Pradesh,1,9.2
01-01-2012,Demographic:Poverty(% of Persons ),Arunachal Pradesh,1,34.67
01-01-2012,Demographic:Poverty(% of Persons ),Assam,1,31.98
01-01-2012,Demographic:Poverty(% of Persons ),Bihar,1,33.74
01-01-2012,Demographic:Poverty(% of Persons ),Chandigarh,1,21.81
01-01-2012,Demographic:Poverty(% of Persons ),Chhattisgarh,1,39.93
01-01-2012,Demographic:Poverty(% of Persons ),Delhi,1,9.91
01-01-2012,Demographic:Poverty(% of Persons ),Goa,1,5.09
01-01-2012,Demographic:Poverty(% of Persons ),Gujarat,1,16.63
01-01-2012,Demographic:Poverty(% of Persons ),Haryana,1,11.16
01-01-2012,Demographic:Poverty(% of Persons ),Himachal Pradesh,1,8.06
01-01-2012,Demographic:Poverty(% of Persons ),Jammu and Kashmir,1,10.35
01-01-2012,Demographic:Poverty(% of Persons ),Jharkhand,1,36.96
01-01-2012,Demographic:Poverty(% of Persons ),Karnataka,1,20.91
01-01-2012,Demographic:Poverty(% of Persons ),Kerala,1,7.05
01-01-2012,Demographic:Poverty(% of Persons ),Madhya Pradesh,1,31.65
01-01-2012,Demographic:Poverty(% of Persons ),Maharashtra,1,17.35
01-01-2012,Demographic:Poverty(% of Persons ),Manipur,1,36.89
01-01-2012,Demographic:Poverty(% of Persons ),Meghalaya,1,11.87
01-01-2012,Demographic:Poverty(% of Persons ),Mizoram,1,20.4
01-01-2012,Demographic:Poverty(% of Persons ),Nagaland,1,18.88
01-01-2012,Demographic:Poverty(% of Persons ),Odisha,1,32.59
01-01-2012,Demographic:Poverty(% of Persons ),Puducherry,1,8.26
01-01-2012,Demographic:Poverty(% of Persons ),Punjab,1,14.71
01-01-2012,Demographic:Poverty(% of Persons ),Rajasthan,1,8.19
01-01-2012,Demographic:Poverty(% of Persons ),Sikkim,1,11.28
01-01-2012,Demographic:Poverty(% of Persons ),Tamil Nadu,1,14.05
01-01-2012,Demographic:Poverty(% of Persons ),Telangana,1,9.2
01-01-2012,Demographic:Poverty(% of Persons ),Tripura,1,11.26
01-01-2012,Demographic:Poverty(% of Persons ),Uttar Pradesh,1,29.43
01-01-2012,Demographic:Poverty(% of Persons ),Uttarakhand,1,19.98
01-01-2012,Demographic:Poverty(% of Persons ),West Bengal,1,9.69
01-01-2012,Economic:GDP in crore,Andaman & Nicobar Islands,1,4274.78
01-01-2012,Economic:GDP in crore,Andhra Pradesh,1,434475.09
01-01-2012,Economic:GDP in crore,Arunachal Pradesh,1,6731.47
01-01-2012,Economic:GDP in crore,Assam,1,84123.86
01-01-2012,Economic:GDP in crore,Bihar,1,231458.45
01-01-2012,Economic:GDP in crore,Chandigarh,1,16717.96
01-01-2012,Economic:GDP in crore,Chhattisgarh,1,91876.75
01-01-2012,Economic:GDP in crore,Dadra & Nagar Haveli,1,0
01-01-2012,Economic:GDP in crore,Daman & Diu,1,0
01-01-2012,Economic:GDP in crore,Delhi,1,380185.36
01-01-2012,Economic:GDP in crore,Goa,1,28486.31
01-01-2012,Economic:GDP in crore,Gujarat,1,468417
01-01-2012,Economic:GDP in crore,Haryana,1,203511.22
01-01-2012,Economic:GDP in crore,Himachal Pradesh,1,46489.38
01-01-2012,Economic:GDP in crore,Jammu and Kashmir,1,60305.95
01-01-2012,Economic:GDP in crore,Jharkhand,1,106181.48
01-01-2012,Economic:GDP in crore,Karnataka,1,315951
01-01-2012,Economic:GDP in crore,Kerala,1,358099.14
01-01-2012,Economic:GDP in crore,Lakshadweep,1,0
01-01-2012,Economic:GDP in crore,Madhya Pradesh,1,225841.32
01-01-2012,Economic:GDP in crore,Maharashtra,1,950396.42
01-01-2012,Economic:GDP in crore,Manipur,1,9017.52
01-01-2012,Economic:GDP in crore,Meghalaya,1,12559.29
01-01-2012,Economic:GDP in crore,Mizoram,1,8264.88
01-01-2012,Economic:GDP in crore,Nagaland,1,14899.27
01-01-2012,Economic:GDP in crore,Odisha,1,125416.13
01-01-2012,Economic:GDP in crore,Puducherry,1,24352.77
01-01-2012,Economic:GDP in crore,Punjab,1,177260.28
01-01-2012,Economic:GDP in crore,Rajasthan,1,254023.36
01-01-2012,Economic:GDP in crore,Sikkim,1,6455.01
01-01-2012,Economic:GDP in crore,Tamil Nadu,1,740266.19
01-01-2012,Economic:GDP in crore,Telangana,1,434475.09
01-01-2012,Economic:GDP in crore,Tripura,1,25349.5
01-01-2012,Economic:GDP in crore,Uttar Pradesh,1,452907.47
01-01-2012,Economic:GDP in crore,Uttarakhand,1,65437.73
01-01-2012,Economic:GDP in crore,West Bengal,1,541710.24
01-01-2012,Political:Total Persons involved in corruption,Andaman & Nicobar Islands,1,1
01-01-2012,Political:Total Persons involved in corruption,Andhra Pradesh,1,528
01-01-2012,Political:Total Persons involved in corruption,Arunachal Pradesh,1,0
01-01-2012,Political:Total Persons involved in corruption,Assam,1,75
01-01-2012,Political:Total Persons involved in corruption,Bihar,1,96
01-01-2012,Political:Total Persons involved in corruption,Chandigarh,1,23
01-01-2012,Political:Total Persons involved in corruption,Chhattisgarh,1,37
01-01-2012,Political:Total Persons involved in corruption,Dadra & Nagar Haveli,1,0
01-01-2012,Political:Total Persons involved in corruption,Daman & Diu,1,0
01-01-2012,Political:Total Persons involved in corruption,Delhi,1,24
01-01-2012,Political:Total Persons involved in corruption,Goa,1,9
01-01-2012,Political:Total Persons involved in corruption,Gujarat,1,239
01-01-2012,Political:Total Persons involved in corruption,Haryana,1,96
01-01-2012,Political:Total Persons involved in corruption,Himachal Pradesh,1,104
01-01-2012,Political:Total Persons involved in corruption,Jammu and Kashmir,1,137
01-01-2012,Political:Total Persons involved in corruption,Jharkhand,1,0
01-01-2012,Political:Total Persons involved in corruption,Karnataka,1,538
01-01-2012,Political:Total Persons involved in corruption,Kerala,1,182
01-01-2012,Political:Total Persons involved in corruption,Lakshadweep,1,1
01-01-2012,Political:Total Persons involved in corruption,Madhya Pradesh,1,96
01-01-2012,Political:Total Persons involved in corruption,Maharashtra,1,994
01-01-2012,Political:Total Persons involved in corruption,Manipur,1,2
01-01-2012,Political:Total Persons involved in corruption,Meghalaya,1,0
01-01-2012,Political:Total Persons involved in corruption,Mizoram,1,88
01-01-2012,Political:Total Persons involved in corruption,Nagaland,1,22
01-01-2012,Political:Total Persons involved in corruption,Odisha,1,657
01-01-2012,Political:Total Persons involved in corruption,Puducherry,1,1
01-01-2012,Political:Total Persons involved in corruption,Punjab,1,254
01-01-2012,Political:Total Persons involved in corruption,Rajasthan,1,288
01-01-2012,Political:Total Persons involved in corruption,Sikkim,1,22
01-01-2012,Political:Total Persons involved in corruption,Tamil Nadu,1,561
01-01-2012,Political:Total Persons involved in corruption,Telangana,1,528
01-01-2012,Political:Total Persons involved in corruption,Tripura,1,0
01-01-2012,Political:Total Persons involved in corruption,Uttar Pradesh,1,0
01-01-2012,Political:Total Persons involved in corruption,Uttarakhand,1,0
01-01-2012,Political:Total Persons involved in corruption,West Bengal,1,0
01-01-2013,Demographic:Poverty(% of Persons ),Andhra Pradesh,1,9.2
01-01-2013,Demographic:Poverty(% of Persons ),Arunachal Pradesh,1,34.67
01-01-2013,Demographic:Poverty(% of Persons ),Assam,1,31.98
01-01-2013,Demographic:Poverty(% of Persons ),Bihar,1,33.74
01-01-2013,Demographic:Poverty(% of Persons ),Chhattisgarh,1,39.93
01-01-2013,Demographic:Poverty(% of Persons ),Delhi,1,9.91
01-01-2013,Demographic:Poverty(% of Persons ),Goa,1,5.09
01-01-2013,Demographic:Poverty(% of Persons ),Gujarat,1,16.63
01-01-2013,Demographic:Poverty(% of Persons ),Haryana,1,11.16
01-01-2013,Demographic:Poverty(% of Persons ),Himachal Pradesh,1,8.06
01-01-2013,Demographic:Poverty(% of Persons ),Jammu and Kashmir,1,10.35
01-01-2013,Demographic:Poverty(% of Persons ),Jharkhand,1,36.96
01-01-2013,Demographic:Poverty(% of Persons ),Karnataka,1,20.91
01-01-2013,Demographic:Poverty(% of Persons ),Kerala,1,7.05
01-01-2013,Demographic:Poverty(% of Persons ),Madhya Pradesh,1,31.65
01-01-2013,Demographic:Poverty(% of Persons ),Maharashtra,1,17.35
01-01-2013,Demographic:Poverty(% of Persons ),Manipur,1,36.89
01-01-2013,Demographic:Poverty(% of Persons ),Meghalaya,1,11.87
01-01-2013,Demographic:Poverty(% of Persons ),Mizoram,1,20.4
01-01-2013,Demographic:Poverty(% of Persons ),Nagaland,1,18.88
01-01-2013,Demographic:Poverty(% of Persons ),Odisha,1,32.59
01-01-2013,Demographic:Poverty(% of Persons ),Puducherry,1,8.26
01-01-2013,Demographic:Poverty(% of Persons ),Punjab,1,14.71
01-01-2013,Demographic:Poverty(% of Persons ),Rajasthan,1,8.19
01-01-2013,Demographic:Poverty(% of Persons ),Sikkim,1,11.28
01-01-2013,Demographic:Poverty(% of Persons ),Tamil Nadu,1,14.05
